0.4106,0.4112,0.4129,0.4287,0.4327,0.2958,0.4327,0.4327,0.2958,0.2958,0.4366,0.4366,0.4366,0.4360,0.4360,0.3762,0.5111,0.3992,0.2290,0.3866,0.4004,0.4008,0.4008,0.3936,0.2315,0.3601,0.2315,0.3567,0.3571,0.3493
0.4037,0.4065,0.4081,0.3536,0.2798,0.2838,0.4206,0.4206,0.4206,0.4206,0.4206,0.3548,0.4327,0.2958,0.3707,0.3696,0.3762,0.3727,0.3803,0.2768,0.2278,0.4055,0.2490,0.4014,0.2397,0.2666,0.2622,0.3585,0.2138,0.3540
0.2770,0.4065,0.3245,0.2580,0.4179,0.4246,0.4191,0.4191,0.2713,0.3423,0.4172,0.4206,0.2838,0.4206,0.2838,0.4327,0.4366,0.2666,0.3727,0.2831,0.3855,0.2278,0.2968,0.4061,0.3912,0.3839,0.2339,0.2272,0.2617,0.1999
0.2623,0.2662,0.2686,0.2530,0.2485,0.3974,0.2608,0.4020,0.4014,0.4014,0.4037,0.4236,0.2713,0.4158,0.2838,0.2838,0.4327,0.3733,0.2114,0.2114,0.4174,0.3855,0.2289,0.2768,0.2867,0.2490,0.2346,0.2348,0.3824,0.3540
0.3341,0.2573,0.3932,0.3134,0.3890,0.2313,0.2390,0.3840,0.3840,0.4015,0.4020,0.3253,0.4037,0.3423,0.2674,0.2838,0.3854,0.3854,0.2799,0.3727,0.3727,0.2114,0.2528,0.3860,0.2289,0.2289,0.3959,0.3924,0.3972,0.2734
0.4036,0.2551,0.4012,0.2264,0.2856,0.2352,0.3570,0.2262,0.3031,0.2440,0.2430,0.4020,0.4014,0.4228,0.4191,0.4206,0.3854,0.2246,0.3854,0.3848,0.3727,0.3727,0.2114,0.2125,0.3733,0.3758,0.2289,0.3684,0.3650,0.3943
0.4044,0.4019,0.3172,0.2304,0.3730,0.2714,0.3535,0.3562,0.2319,0.3912,0.2450,0.2603,0.3259,0.2624,0.3423,0.4158,0.2246,0.2246,0.3854,0.3848,0.2234,0.2736,0.3848,0.2666,0.3733,0.2125,0.2125,0.2289,0.3758,0.3959
0.4085,0.2553,0.4015,0.3792,0.3802,0.2905,0.2724,0.2207,0.2352,0.3838,0.3800,0.2608,0.4014,0.2756,0.4191,0.2838,0.2246,0.2246,0.3854,0.3848,0.3848,0.3797,0.3860,0.2183,0.3727,0.3727,0.4062,0.3860,0.2768,0.2867
0.4239,0.2576,0.3174,0.4019,0.4012,0.3792,0.3713,0.2846,0.2291,0.2509,0.3903,0.3241,0.2680,0.4191,0.2674,0.4206,0.3934,0.3874,0.3854,0.3848,0.2787,0.2799,0.2246,0.2246,0.2125,0.3676,0.2419,0.3855,0.3855,0.4061
0.3294,0.2664,0.2732,0.4044,0.4022,0.2553,0.2556,0.4016,0.3932,0.3889,0.3912,0.2664,0.4179,0.4118,0.4206,0.4206,0.3934,0.3874,0.3848,0.2234,0.3797,0.2799,0.3860,0.3860,0.2678,0.2125,0.3992,0.2227,0.3855,0.2478
0.3435,0.2756,0.2611,0.2625,0.2664,0.4198,0.4190,0.2662,0.3341,0.4109,0.2580,0.4065,0.2743,0.4167,0.4327,0.5343,0.3736,0.3868,0.3848,0.3797,0.3860,0.2799,0.2356,0.3970,0.3849,0.3849,0.4009,0.3866,0.2768,0.4067
0.2756,0.2756,0.4238,0.4238,0.2772,0.4238,0.3452,0.3452,0.3449,0.4108,0.4065,0.3748,0.3791,0.3724,0.5399,0.3730,0.5343,0.3594,0.3543,0.4367,0.2246,0.3970,0.3970,0.3970,0.3849,0.2257,0.2257,0.3976,0.3976,0.3932
0.2834,0.4353,0.2778,0.2770,0.4238,0.3452,0.4197,0.4189,0.3793,0.5448,0.3720,0.4411,0.5376,0.5340,0.5312,0.4416,0.5292,0.5295,0.5295,0.3606,0.3738,0.5405,0.5405,0.3752,0.3927,0.2282,0.3863,0.4116,0.3976,0.2422
0.3487,0.4348,0.2766,0.2766,0.5504,0.5504,0.5494,0.5494,0.5457,0.5457,0.5378,0.5333,0.3750,0.3675,0.4333,0.5355,0.5355,0.3742,0.4477,0.3738,0.5405,0.5418,0.4491,0.5386,0.5605,0.3815,0.5605,0.3830,0.2349,0.2446
0.4352,0.5516,0.4474,0.5516,0.5453,0.5453,0.4428,0.5442,0.4428,0.4399,0.3807,0.3762,0.5344,0.5387,0.4424,0.3797,0.5465,0.5465,0.3738,0.5405,0.5418,0.4548,0.3666,0.5535,0.5574,0.3854,0.5574,0.5574,0.5535,0.3392
0.5572,0.5572,0.5516,0.3819,0.4474,0.5516,0.4491,0.3836,0.3836,0.5468,0.5468,0.5390,0.3894,0.5454,0.5462,0.4506,0.5465,0.5479,0.5479,0.5483,0.5386,0.3815,0.4639,0.4639,0.5574,0.3854,0.3854,0.5574,0.5574,0.4601
0.5582,0.3897,0.4530,0.5572,0.5572,0.5572,0.5572,0.5572,0.4547,0.5553,0.3910,0.5549,0.3867,0.3894,0.5497,0.4545,0.5498,0.5446,0.5665,0.3951,0.5574,0.5574,0.5574,0.3854,0.5646,0.5646,0.5646,0.5646,0.3854,0.3854
0.5513,0.4464,0.4562,0.5600,0.3918,0.3918,0.4546,0.5582,0.5590,0.5590,0.5581,0.3931,0.5412,0.5386,0.4451,0.4001,0.3934,0.5589,0.5634,0.5634,0.5634,0.3854,0.5646,0.4639,0.4639,0.5646,0.5646,0.5646,0.3854,0.5574
0.5708,0.5708,0.5653,0.5653,0.5653,0.5653,0.5653,0.4620,0.3977,0.5653,0.5653,0.5640,0.5695,0.4038,0.4639,0.4639,0.5617,0.4682,0.5662,0.5706,0.5706,0.3990,0.3854,0.3854,0.5646,0.4639,0.4639,0.5646,0.3854,0.5646
0.5708,0.4016,0.4016,0.5708,0.4659,0.5708,0.4016,0.4016,0.4032,0.4675,0.5708,0.4686,0.4038,0.5695,0.4682,0.3996,0.5646,0.4039,0.5689,0.3945,0.3990,0.3990,0.5706,0.5646,0.5868,0.5868,0.3854,0.5646,0.4639,0.5646
